flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km
409 CHOA CHU KANG AVE 3,Choa Chu Kang Park,1.45,1,Sunshine Place,0.48,7,South View Primary School,0.49,1,Senja Hawker Centre,2.23,0
57 JLN MA'MOR,Toa Payoh Town Park,1.01,1,HDB Hub,0.87,5,Pei Chun Public School,0.94,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.63,11
406 HOUGANG AVE 10,Punggol Park,0.45,1,Hougang Mall,0.3,5,Holy Innocents’ Primary School,0.78,2,Buangkok Hawker Centre,1.06,3
4 CHANGI VILLAGE RD,Changi Beach Park,1.76,1,Jewel Changi Airport,3.18,0,Pasir Ris Primary School,3.31,0,Changi Village Blk 2 and 3,0.09,1
339 HOUGANG AVE 7,Punggol Park,0.89,1,Hougang Mall,0.6,6,Holy Innocents’ Primary School,0.6,2,Buangkok Hawker Centre,1.53,3
130 BEDOK RESERVOIR RD,Bedok Town Park,1.12,1,Bedok Mall,2.08,0,Maha Bodhi School,1.35,1,Bedok Reservoir Road Blk 630,0.19,3
84 TELOK BLANGAH HTS,The Southern Ridges,0.2,5,Alexandra Retail Centre,1.0,6,Radin Mas Primary School,1.6,1,Telok Blangah Drive Blk 82 (Telok Blangah Market),0.39,13
226C SUMANG LANE,Sengkang Riverside Park,0.88,3,Waterway Point,1.0,4,Punggol Green Primary School,0.54,7,Anchorvale Village Hawker Centre,0.88,2
325 SERANGOON AVE 3,Japanese Cemetery Park,1.84,1,NEX,0.4,3,Yangzheng Primary School,0.25,1,Woodleigh Village Hawker Centre,1.29,5
941 JURONG WEST ST 91,Jurong Central Park,2.22,0,Pioneer Mall,0.97,2,Westwood Primary School,1.36,2,Jurong West Hawker Centre,1.0,1
767 PASIR RIS ST 71,Pasir Ris Park,1.72,3,Pasir Ris West Plaza,0.45,2,Gongshang Primary School,2.51,0,Pasir Ris Central Hawker Centre,1.76,1
50 JLN BAHAGIA,Toa Payoh Town Park,0.98,1,HDB Hub,0.86,5,Pei Chun Public School,1.01,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.53,11
126A KIM TIAN RD,Tiong Bahru Park,0.73,5,Tiong Bahru Plaza,0.44,7,Radin Mas Primary School,1.05,2,Tiong Bahru Market,0.4,18
248 JURONG EAST ST 24,Chinese Garden,0.82,2,Westgate,0.95,4,Princess Elizabeth Primary School,0.77,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.29,3
761 JURONG WEST ST 74,Jurong Central Park,1.53,1,Gek Poh Shopping Centre,0.19,4,Westwood Primary School,0.24,2,Jurong West Hawker Centre,0.89,2
814 TAMPINES ST 81,Sun Plaza Park,1.51,1,Our Tampines Hub,0.79,6,Tampines Primary School,0.87,5,Hawker Centre @ Our Tampines Hub,0.81,4
554 SERANGOON NTH AVE 3,Japanese Cemetery Park,1.04,1,myVillage At Serangoon Garden,0.96,3,Xinmin Primary School,1.41,1,Chomp Chomp Food Centre,0.96,6
449 YISHUN RING RD,Yishun Pond Park,0.74,2,Wisteria Mall,0.61,3,Northland Primary School,0.41,3,Yishun Park Hawker Centre,0.27,1
115 MARSILING RISE,Marsiling Park,0.79,2,Marsiling Mall,0.54,5,Admiralty Primary School,2.18,0,Marsiling Mall Hawker Centre,0.54,2
856B TAMPINES ST 82,Sun Plaza Park,0.93,2,Our Tampines Hub,0.27,5,Tampines Primary School,0.79,3,Hawker Centre @ Our Tampines Hub,0.24,2
296B COMPASSVALE CRES,Sengkang Sculpture Park,0.41,3,Compass One,0.78,7,Punggol Green Primary School,0.46,7,Anchorvale Village Hawker Centre,1.2,3
137 JLN BT MERAH,Mount Faber Park,0.9,5,Tiong Bahru Plaza,0.91,6,Radin Mas Primary School,0.47,1,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),0.23,15
664A JURONG WEST ST 64,Jurong Central Park,0.52,1,Jurong Point,0.35,5,Frontier Primary School,0.5,3,Jurong West Hawker Centre,0.7,2
61 CHAI CHEE RD,Bedok Town Park,1.04,1,Bedok Mall,0.99,2,Yu Neng Primary School,1.6,2,Bedok North Street 3 Blk 538,0.87,7
154 BT BATOK ST 11,Chinese Garden,1.39,3,West Mall,0.64,4,Princess Elizabeth Primary School,0.4,3,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.84,3
207A COMPASSVALE LANE,Punggol Park,0.86,3,Rivervale Plaza,0.45,8,Springdale Primary School,1.36,2,Buangkok Hawker Centre,0.69,3
909 HOUGANG ST 91,Punggol Park,1.49,2,Hougang Green Shopping Mall,0.56,6,Xinmin Primary School,0.78,4,Ci Yuan Hawker Centre,0.33,3
199 BOON LAY DR,Jurong Central Park,0.96,2,Boon Lay Shopping Centre,0.37,5,Rulang Primary School,0.55,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.25,5
812C CHOA CHU KANG AVE 7,Bukit Batok Town Park,2.0,0,Keat Hong Shopping Centre,0.54,5,South View Primary School,0.99,2,Bukit Batok West Hawker Centre,1.99,1
37 CIRCUIT RD,Kallang Riverside Park,3.07,0,Paya Lebar Square,1.24,2,Maha Bodhi School,1.65,2,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.08,8
39 CIRCUIT RD,Kallang Riverside Park,2.95,0,Paya Lebar Square,1.22,2,Maha Bodhi School,1.74,2,Circuit Road Blk 79/79A,0.13,8
37 CAMBRIDGE RD,Toa Payoh Town Park,1.52,1,Velocity@Novena Square,0.68,11,Anglo-Chinese School (Junior),1.2,2,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.12,9
766 JURONG WEST ST 74,Jurong Central Park,1.72,1,Gek Poh Shopping Centre,0.12,4,Westwood Primary School,0.42,2,Jurong West Hawker Centre,0.95,2
165 TAMPINES ST 12,Sun Plaza Park,1.09,2,Tampines Mall,0.38,6,Tampines Primary School,0.21,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.42,2
104 TAMPINES ST 11,Sun Plaza Park,1.33,2,Tampines Mall,0.63,6,Tampines Primary School,0.41,4,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.28,3
254 SIMEI ST 1,Sun Plaza Park,2.1,0,Eastpoint Mall,0.15,7,Chongzheng Primary School,0.97,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.92,3
218 YISHUN ST 21,Yishun Neighbourhood Park,0.54,4,Northpoint City,0.52,5,Chongfu School,0.69,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.87,2
550 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.71,1,Limbang Shopping Centre,0.22,7,South View Primary School,1.42,1,Senja Hawker Centre,2.18,0
975 HOUGANG ST 91,Japanese Cemetery Park,1.34,2,Buangkok Square,0.82,6,Xinmin Primary School,0.74,3,Ci Yuan Hawker Centre,0.41,3
114 BT BATOK WEST AVE 6,Bukit Batok Town Park,1.45,2,West Mall,0.38,4,Princess Elizabeth Primary School,0.59,3,Bukit Batok West Hawker Centre,0.85,3
139 RIVERVALE ST,Sengkang Sculpture Park,1.07,2,Rivervale Mall,0.37,7,Punggol Green Primary School,1.55,6,Buangkok Hawker Centre,1.51,2
201C PUNGGOL FIELD,Sengkang Sculpture Park,0.92,3,Rivervale Mall,0.79,7,Punggol Green Primary School,0.61,8,One Punggol Hawker Centre,0.99,3
10 EUNOS CRES,Bedok Town Park,2.56,0,Singpost Centre,0.94,3,Maha Bodhi School,0.7,1,Eunos Crescent Blk 4A,0.28,8
854 JURONG WEST ST 81,Jurong Central Park,1.67,1,Gek Poh Shopping Centre,0.24,4,Westwood Primary School,0.5,2,Jurong West Hawker Centre,0.69,2
537 SERANGOON NTH AVE 4,Japanese Cemetery Park,1.04,1,myVillage At Serangoon Garden,1.3,5,Xinmin Primary School,1.15,1,Ci Yuan Hawker Centre,1.12,4
27 MARSILING DR,Marsiling Park,0.15,2,Marsiling Mall,1.16,4,Admiralty Primary School,2.88,0,Marsiling Lane Blk 20/21,0.38,2
12C MARSILING LANE,Marsiling Park,0.32,2,Marsiling Mall,0.87,4,Admiralty Primary School,2.48,0,Marsiling Lane Blk 20/21,0.32,2
407 PANDAN GDNS,West Coast Park,0.74,1,Jem,1.7,6,Keming Primary School,3.01,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.67,4
912 JURONG WEST ST 91,Jurong Central Park,2.33,0,Pioneer Mall,1.11,2,Frontier Primary School,1.48,2,Jurong West Hawker Centre,1.13,1
170C PUNGGOL FIELD,Pasir Ris Park,1.75,3,Punggol Plaza,0.21,4,Horizon Primary School,0.72,5,One Punggol Hawker Centre,1.99,1
212A PUNGGOL WALK,Sengkang Sculpture Park,0.61,3,Waterway Point,0.79,7,Punggol Green Primary School,0.2,7,One Punggol Hawker Centre,1.12,3
432 TAMPINES ST 41,Tampines Eco Green,0.6,3,Tampines 1,0.75,8,Gongshang Primary School,0.24,3,Hawker Centre @ Our Tampines Hub,1.32,3
717A WOODLANDS DR 70,Admiralty Park,1.52,1,Admiralty Place,0.38,6,Admiralty Primary School,0.28,2,Kampung Admiralty Hawker Centre,0.24,1
353 YISHUN RING RD,Yishun Pond Park,0.6,2,Junction Nine,0.86,3,Huamin Primary School,0.14,3,Yishun Park Hawker Centre,0.13,2
740 WOODLANDS CIRCLE,Admiralty Park,1.05,2,Woodlands Mart,0.24,6,Admiralty Primary School,0.47,2,Kampung Admiralty Hawker Centre,0.7,1
633 ANG MO KIO AVE 6,Ang Mo Kio Town Garden West,0.78,3,Broadway Plaza,1.09,3,Ai Tong School,2.51,0,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),0.2,8
330 CLEMENTI AVE 2,West Coast Park,1.47,2,Grantral Mall,0.3,4,Fairfield Methodist School (Primary),2.45,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.35,5
140B CORPORATION DR,Japanese Garden,1.42,2,Taman Jurong Shopping Centre,0.91,1,Rulang Primary School,2.23,0,Taman Jurong Market and Food Centre,0.84,1
404 HOUGANG AVE 10,Punggol Park,0.43,1,Hougang Mall,0.27,6,Holy Innocents’ Primary School,0.79,2,Buangkok Hawker Centre,1.02,3
407 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.37,1,Keat Hong Shopping Centre,1.39,4,Dazhong Primary School,0.69,3,Bukit Batok West Hawker Centre,1.15,1
724 WOODLANDS AVE 6,Admiralty Park,1.08,1,Woodlands Mart,0.12,6,Admiralty Primary School,0.27,2,Kampung Admiralty Hawker Centre,0.57,1
273 TAMPINES ST 22,Sun Plaza Park,1.35,2,Eastpoint Mall,0.72,6,Chongzheng Primary School,0.23,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.73,2
629 WOODLANDS RING RD,Admiralty Park,2.28,0,Admiralty Place,0.65,6,Admiralty Primary School,0.95,2,Kampung Admiralty Hawker Centre,0.64,1
177 BISHAN ST 13,Toa Payoh Town Park,2.01,0,Junction 8,0.62,2,Pei Chun Public School,1.24,2,Toa Payoh Lorong 8 Blk 210,0.84,9
785 YISHUN AVE 2,Yishun Pond Park,0.98,4,Northpoint City,0.8,3,Northland Primary School,0.78,3,Yishun Park Hawker Centre,1.26,2
201D TAMPINES ST 21,Sun Plaza Park,1.37,2,Tampines 1,1.0,6,Chongzheng Primary School,0.34,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.27,2
120 PASIR RIS ST 11,Pasir Ris Town Park,0.51,3,White Sands,0.77,4,Pasir Ris Primary School,1.1,3,Pasir Ris Central Hawker Centre,0.75,1
221 BISHAN ST 23,Ang Mo Kio Town Garden East,1.43,3,Junction 8,0.85,6,Ai Tong School,1.8,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.69,8
674A CHOA CHU KANG CRES,Choa Chu Kang Park,1.07,1,Yew Tee Square,0.38,4,South View Primary School,2.21,0,Senja Hawker Centre,2.27,0
171A EDGEDALE PLAINS,Sengkang Sculpture Park,1.73,3,Punggol Plaza,0.09,6,Horizon Primary School,0.56,6,One Punggol Hawker Centre,1.72,1
260 JURONG EAST ST 24,Chinese Garden,0.85,2,Westgate,1.09,4,Princess Elizabeth Primary School,0.61,3,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.27,3
315B ANCHORVALE RD,Sengkang Riverside Park,0.7,3,Compass One,0.75,7,Springdale Primary School,0.33,4,Anchorvale Village Hawker Centre,0.52,4
263 TAMPINES ST 21,Sun Plaza Park,1.06,2,Tampines 1,0.7,6,Chongzheng Primary School,0.3,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.14,2
417 PASIR RIS DR 6,Pasir Ris Town Park,0.34,3,Downtown East,0.44,2,Pasir Ris Primary School,0.82,2,Pasir Ris Central Hawker Centre,0.47,1
828A JURONG WEST ST 81,Jurong Central Park,1.78,1,Pioneer Mall,0.56,3,Westwood Primary School,0.82,2,Jurong West Hawker Centre,0.6,1
325B SENGKANG EAST WAY,Sengkang Sculpture Park,0.71,3,Compass One,0.5,8,Springdale Primary School,0.21,5,Anchorvale Village Hawker Centre,0.51,3
158 WOODLANDS ST 13,Marsiling Park,0.96,1,Marsiling Mall,0.57,3,Admiralty Primary School,2.97,0,Marsiling Mall Hawker Centre,0.56,2
647 WOODLANDS RING RD,Admiralty Park,1.86,1,Admiralty Place,0.25,6,Admiralty Primary School,0.53,2,Kampung Admiralty Hawker Centre,0.22,1
516 HOUGANG AVE 10,Punggol Park,0.97,2,Hougang Mall,0.53,6,Xinmin Primary School,0.68,2,Ci Yuan Hawker Centre,0.74,3
133 POTONG PASIR AVE 1,Toa Payoh Town Park,2.04,0,The Poiz,0.33,3,Pei Chun Public School,1.2,2,Woodleigh Village Hawker Centre,0.92,10
42A SIMS DR,Kallang Riverside Park,1.36,1,Aperia,1.48,5,Kong Hwa School,1.5,1,Sims Place Blk 49 (Sims Vista Market and Food Centre),0.37,12
863 WOODLANDS ST 83,Admiralty Park,1.51,1,Woodlands North Plaza,0.53,7,Admiralty Primary School,0.61,2,Kampung Admiralty Hawker Centre,0.63,2
31 TEBAN GDNS RD,West Coast Park,1.82,1,Jem,1.51,3,Princess Elizabeth Primary School,3.2,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.44,1
299B COMPASSVALE ST,Sengkang Sculpture Park,0.54,3,Rivervale Mall,0.63,7,Punggol Green Primary School,0.6,8,One Punggol Hawker Centre,1.32,3
436 HOUGANG AVE 8,Punggol Park,0.28,2,Hougang Mall,0.52,6,Holy Innocents’ Primary School,1.13,3,Buangkok Hawker Centre,0.59,2
435A FERNVALE RD,Sengkang Riverside Park,1.34,1,The Seletar Mall,0.21,3,Sengkang Green Primary School,0.13,3,Fernvale Hawker Centre & Market,0.22,2
163 STIRLING RD,Kent Ridge Park,1.66,4,Anchorpoint,0.46,4,Fairfield Methodist School (Primary),2.14,0,Mei Chin Road Blk 159 (Mei Chin Road Market),0.15,10
348C YISHUN AVE 11,Yishun Pond Park,0.25,4,Junction Nine,0.66,3,Huamin Primary School,0.22,3,Yishun Park Hawker Centre,0.37,2
91 DAWSON RD,Tiong Bahru Park,1.61,4,Anchorpoint,1.05,4,Radin Mas Primary School,2.6,0,Margaret Drive Hawker Centre,0.91,12
363A SEMBAWANG CRES,Admiralty Park,2.24,0,Sun Plaza,0.64,5,Wellington Primary School,1.12,3,Bukit Canberra Hawker Centre,0.98,2
215 LOR 8 TOA PAYOH,Toa Payoh Town Park,1.48,1,Junction 8,1.18,3,Pei Chun Public School,0.56,3,Toa Payoh Lorong 8 Blk 210,0.19,7
35 BEDOK STH AVE 2,East Coast Park,2.04,0,Bedok Mall,1.21,2,Temasek Primary School,0.83,3,New Upper Changi Road Blk 58,0.26,9
317 BT BATOK ST 32,Bukit Batok Town Park,0.96,1,West Mall,1.15,3,Dazhong Primary School,0.19,3,Bukit Batok West Hawker Centre,0.88,1
423 HOUGANG AVE 6,Punggol Park,0.47,1,Hougang Mall,0.19,8,Holy Innocents’ Primary School,0.8,2,Buangkok Hawker Centre,0.93,3
273B PUNGGOL PL,Sengkang Sculpture Park,0.96,3,Waterway Point,0.49,7,Punggol Green Primary School,0.33,8,One Punggol Hawker Centre,0.77,3
289B BT BATOK ST 25,Bukit Batok Nature Park,0.64,3,West Mall,1.46,6,Keming Primary School,0.53,2,Bukit Timah Market,1.79,1
613 ELIAS RD,Pasir Ris Town Park,1.28,3,Pasir Ris West Plaza,0.78,3,Gongshang Primary School,2.14,0,Pasir Ris Central Hawker Centre,1.13,1
213A PUNGGOL WALK,Sengkang Sculpture Park,0.62,3,Waterway Point,0.81,7,Punggol Green Primary School,0.18,7,Anchorvale Village Hawker Centre,1.13,3
448 HOUGANG AVE 10,Punggol Park,0.19,2,Sengkang Grand Mall,0.51,7,Holy Innocents’ Primary School,1.35,3,Buangkok Hawker Centre,0.48,2
57 CHAI CHEE DR,Bedok Town Park,0.96,1,Bedok Mall,1.03,2,Yu Neng Primary School,1.58,2,Bedok North Street 3 Blk 538,0.82,7
226C COMPASSVALE WALK,Sengkang Sculpture Park,0.82,3,Rivervale Plaza,0.37,7,Springdale Primary School,1.33,4,Buangkok Hawker Centre,1.07,2
448A BT BATOK WEST AVE 9,Chinese Garden,1.45,3,West Mall,1.01,1,Princess Elizabeth Primary School,0.41,3,Bukit Batok West Hawker Centre,0.3,3
484 JURONG WEST AVE 1,Chinese Garden,0.97,2,Boon Lay Shopping Centre,1.56,2,Rulang Primary School,0.89,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.66,6
21 EUNOS CRES,Bedok Town Park,2.36,0,Singpost Centre,1.15,2,Maha Bodhi School,0.44,1,Eunos Crescent Blk 4A,0.53,8
59 LOR 5 TOA PAYOH,Toa Payoh Town Park,0.81,1,HDB Hub,0.57,4,Pei Chun Public School,0.39,2,Toa Payoh Lorong 5 Blk 75,0.15,8
207C COMPASSVALE LANE,Punggol Park,0.79,3,Rivervale Plaza,0.45,8,Springdale Primary School,1.42,2,Buangkok Hawker Centre,0.67,3
35 TANGLIN HALT RD,One-north Park,1.06,2,Queensway Shopping Centre,1.19,5,Fairfield Methodist School (Primary),1.47,1,Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),0.3,10
570 HOUGANG ST 51,Punggol Park,0.91,2,Hougang Green Shopping Mall,0.15,6,Xinmin Primary School,0.92,3,Ci Yuan Hawker Centre,0.64,3
730 JURONG WEST ST 72,Jurong Central Park,1.38,1,Gek Poh Shopping Centre,0.3,4,Westwood Primary School,0.26,2,Jurong West Hawker Centre,0.55,2
203 BOON LAY DR,Jurong Central Park,1.09,3,Boon Lay Shopping Centre,0.43,3,Rulang Primary School,0.42,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.34,4
420 TAMPINES ST 41,Sun Plaza Park,0.44,3,Tampines 1,0.44,7,Gongshang Primary School,0.19,3,Hawker Centre @ Our Tampines Hub,0.98,3
611 CLEMENTI WEST ST 1,Clementi Woods Park,0.48,1,West Coast Plaza,0.38,4,Fairfield Methodist School (Primary),1.81,1,Clementi West Street 2 Blk 726,0.58,5
602 YISHUN ST 61,Yishun Pond Park,0.72,4,Northpoint City,0.63,3,Northland Primary School,0.54,3,Yishun Park Hawker Centre,0.98,2
434 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.45,3,AMK Hub,0.58,4,Ai Tong School,2.41,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.32,10
454 TAMPINES ST 42,Tampines Eco Green,1.04,3,Tampines 1,1.12,7,Gongshang Primary School,0.66,4,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.73,3
732 JURONG WEST ST 73,Jurong Central Park,1.26,1,Gek Poh Shopping Centre,0.38,4,Westwood Primary School,0.18,2,Jurong West Hawker Centre,0.56,2
212 CHOA CHU KANG CTRL,Choa Chu Kang Park,1.09,1,Lot One,0.37,10,South View Primary School,0.15,1,Senja Hawker Centre,1.61,1
360B ADMIRALTY DR,Admiralty Park,2.23,0,Sun Plaza,0.47,5,Wellington Primary School,0.86,3,Bukit Canberra Hawker Centre,0.81,2
102A PUNGGOL FIELD,Sengkang Sculpture Park,1.1,2,Rivervale Mall,0.75,6,Punggol View Primary School,0.7,8,One Punggol Hawker Centre,1.04,3
688F WOODLANDS DR 75,Admiralty Park,1.73,1,Admiralty Place,0.81,5,Riverside Primary School,0.76,3,Kampung Admiralty Hawker Centre,0.94,2
513D YISHUN ST 51,Yishun Pond Park,1.43,2,Wisteria Mall,0.43,3,Northland Primary School,0.7,2,Yishun Park Hawker Centre,1.04,1
107 WOODLANDS ST 13,Marsiling Park,0.96,2,Causeway Point,0.47,6,Admiralty Primary School,2.07,0,Marsiling Mall Hawker Centre,0.5,2
119 YISHUN RING RD,Yishun Neighbourhood Park,0.72,4,Sembawang Shopping Centre,0.86,5,Chongfu School,1.18,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.44,2
305 HOUGANG AVE 5,Punggol Park,1.19,2,Hougang Mall,0.61,5,Holy Innocents’ Primary School,0.07,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.31,4
10E BEDOK STH AVE 2,East Coast Park,1.82,1,Bedok Mall,0.97,2,Temasek Primary School,1.05,3,Bedok South Road Blk 16,0.2,8
351D CANBERRA RD,Yishun Park,2.09,0,Sun Plaza,0.34,3,Wellington Primary School,0.32,1,Bukit Canberra Hawker Centre,0.41,1
889D WOODLANDS DR 50,Admiralty Park,1.84,2,Woodlands North Plaza,0.57,7,Admiralty Primary School,1.04,2,Kampung Admiralty Hawker Centre,0.99,3
72 TELOK BLANGAH HTS,The Southern Ridges,0.29,5,Alexandra Retail Centre,0.94,6,Radin Mas Primary School,1.63,1,Telok Blangah Drive Blk 82 (Telok Blangah Market),0.3,12
311 YISHUN RING RD,Yishun Pond Park,0.42,4,Junction Nine,0.19,4,Huamin Primary School,0.64,3,Yishun Park Hawker Centre,0.85,2
163A RIVERVALE CRES,Sengkang Sculpture Park,1.47,2,Rivervale Mall,0.57,6,Horizon Primary School,1.22,5,Buangkok Hawker Centre,1.99,1
470C FERNVALE LINK,Sengkang Riverside Park,0.85,2,The Seletar Mall,0.67,4,Fern Green Primary School,0.12,3,Fernvale Hawker Centre & Market,0.6,2
161 PASIR RIS ST 13,Pasir Ris Town Park,1.36,2,Downtown East,1.52,2,Pasir Ris Primary School,0.96,3,Pasir Ris Central Hawker Centre,1.58,1
132 RIVERVALE ST,Sengkang Sculpture Park,0.92,2,Rivervale Mall,0.26,7,Punggol Green Primary School,1.4,7,Buangkok Hawker Centre,1.5,2
675B YISHUN AVE 4,Yishun Pond Park,1.03,2,Wisteria Mall,0.22,3,Northland Primary School,0.31,2,Yishun Park Hawker Centre,0.7,1
56 CHAI CHEE DR,Bedok Town Park,0.93,1,Bedok Mall,1.06,2,Yu Neng Primary School,1.58,2,Bedok North Street 3 Blk 538,0.8,7
979C BUANGKOK CRES,Japanese Cemetery Park,1.61,2,Buangkok Square,0.56,6,Xinmin Primary School,0.97,3,Ci Yuan Hawker Centre,0.57,3
417 BT BATOK WEST AVE 4,Bukit Batok Town Park,1.19,1,West Mall,1.42,4,Dazhong Primary School,0.47,2,Bukit Batok West Hawker Centre,1.0,1
217B BOON LAY AVE,Jurong Central Park,1.32,1,Boon Lay Shopping Centre,0.42,5,Rulang Primary School,0.91,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.54,3
475 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,1.11,2,myVillage At Serangoon Garden,1.0,5,Yangzheng Primary School,2.05,0,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),0.13,9
432A YISHUN AVE 1,Yishun Pond Park,1.22,1,Wisteria Mall,0.66,3,Northland Primary School,0.7,2,Yishun Park Hawker Centre,0.68,1
34 EUNOS CRES,Bedok Town Park,2.8,0,Singpost Centre,0.71,4,Maha Bodhi School,0.83,2,Eunos Crescent Blk 4A,0.37,9
27 JLN BAHAGIA,Toa Payoh Town Park,1.33,1,The Poiz,1.08,6,Pei Chun Public School,1.26,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.55,11
130 ANG MO KIO AVE 3,Ang Mo Kio Town Garden West,0.43,3,Broadway Plaza,0.48,3,Ai Tong School,1.47,1,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),0.41,10
296A CHOA CHU KANG AVE 2,Choa Chu Kang Park,1.88,1,Sunshine Place,0.23,5,South View Primary School,0.78,1,Bukit Batok West Hawker Centre,2.43,0
256 YISHUN RING RD,Yishun Neighbourhood Park,0.67,4,Junction Nine,0.22,5,Chongfu School,0.48,3,Yishun Park Hawker Centre,1.14,2
139 LOR AH SOO,Japanese Cemetery Park,1.66,1,Upper Serangoon Shopping Centre,0.62,4,Yangzheng Primary School,1.79,2,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.67,3
886D WOODLANDS DR 50,Admiralty Park,1.78,1,Woodlands North Plaza,0.68,7,Admiralty Primary School,0.8,2,Kampung Admiralty Hawker Centre,0.71,2
172A EDGEDALE PLAINS,Sengkang Sculpture Park,1.63,3,Punggol Plaza,0.22,6,Horizon Primary School,0.52,6,One Punggol Hawker Centre,1.6,1
102 CLEMENTI ST 14,West Coast Park,1.66,1,The Clementi Mall,0.97,3,Pei Hwa Presbyterian Primary School,1.91,1,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.89,4
812 JURONG WEST ST 81,Jurong Central Park,1.62,1,Gek Poh Shopping Centre,0.34,4,Westwood Primary School,0.53,2,Jurong West Hawker Centre,0.58,2
164 GANGSA RD,Zhenghua Park,1.76,2,Hillion Mall,0.26,7,Bukit Panjang Primary School,0.59,3,Bukit Panjang Hawker Centre,0.86,2
524 CHOA CHU KANG ST 51,Choa Chu Kang Park,0.85,1,Limbang Shopping Centre,0.22,7,South View Primary School,1.24,1,Senja Hawker Centre,2.26,0
16 JOO SENG RD,Japanese Cemetery Park,3.21,0,The Poiz,1.58,3,Yangzheng Primary School,1.88,1,Woodleigh Village Hawker Centre,0.99,5
243 PASIR RIS ST 21,Pasir Ris Town Park,1.17,2,Downtown East,0.96,2,Pasir Ris Primary School,0.1,1,Pasir Ris Central Hawker Centre,1.29,1
694 JURONG WEST CTRL 1,Jurong Central Park,0.56,1,Jurong Point,0.36,5,Westwood Primary School,0.84,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.7,4
