flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
700C ANG MO KIO AVE 6,Ang Mo Kio Town Garden East,0.46,3,AMK Hub,0.22,3,Ai Tong School,1.79,1,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.3,10,Ang Mo Kio,0.07,3,Ang Mo Kio,0.07,5,2
620 BEDOK RESERVOIR RD,Bedok Town Park,0.52,1,Bedok Mall,1.6,2,Yu Neng Primary School,1.61,3,Bedok Reservoir Road Blk 630,0.43,5,Bedok Reservoir,0.39,5,Bedok Reservoir,0.39,5,0
618 BEDOK RESERVOIR RD,Bedok Town Park,0.61,1,Bedok Mall,1.59,2,Yu Neng Primary School,1.68,3,Bedok Reservoir Road Blk 630,0.33,6,Bedok Reservoir,0.54,5,Bedok Reservoir,0.54,5,0
504 BEDOK NTH ST 3,Bedok Town Park,1.15,1,Bedok Mall,0.71,2,Yu Neng Primary School,0.22,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.25,7,Bedok North,0.85,5,Bedok North,0.54,6,1
503 BEDOK NTH ST 3,Bedok Town Park,1.17,1,Bedok Mall,0.68,2,Yu Neng Primary School,0.27,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.28,7,Bedok North,0.83,5,Bedok North,0.5,6,1
525 BEDOK NTH ST 3,Bedok Town Park,0.79,1,Bedok Mall,0.94,2,Yu Neng Primary School,0.31,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.2,8,Bedok North,0.94,5,Bedok North,0.83,5,0
709 BEDOK RESERVOIR RD,Bedok Town Park,0.11,1,Bedok Mall,1.3,2,Yu Neng Primary School,1.1,2,Bedok North Street 3 Blk 538,0.49,6,Bedok Reservoir,0.23,3,Bedok Reservoir,0.23,3,0
74 BEDOK NTH RD,Bedok Town Park,2.34,0,Bedok Mall,1.42,2,Red Swastika School,1.14,3,New Upper Changi Road Blk 58,0.39,8,Tanah Merah,0.49,4,Tanah Merah,0.49,7,3
20 CHAI CHEE RD,Bedok Town Park,0.9,1,Bedok Mall,0.74,2,Yu Neng Primary School,1.33,2,Bedok North Street 3 Blk 538,0.65,7,Bedok North,0.45,4,Bedok,0.59,5,1
528 BEDOK NTH ST 3,Bedok Town Park,0.61,1,Bedok Mall,0.99,2,Yu Neng Primary School,0.49,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.36,8,Bedok Reservoir,0.83,4,Bedok Reservoir,0.83,4,0
3 BEDOK STH AVE 1,East Coast Park,1.69,2,Bedok Mall,0.62,2,Yu Neng Primary School,1.33,3,Bedok South Road Blk 16,0.3,8,Bedok,0.65,3,Bedok South,0.6,5,2
109 BEDOK NTH RD,Bedok Town Park,1.42,1,Bedok Mall,0.89,2,Red Swastika School,0.23,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.42,8,Bedok North,1.08,6,Bedok North,0.7,7,1
632 BEDOK RESERVOIR RD,Bedok Town Park,0.95,1,Bedok Mall,1.84,2,Maha Bodhi School,1.48,1,Bedok Reservoir Road Blk 630,0.12,5,Bedok Reservoir,0.86,6,Bedok Reservoir,0.86,6,0
21 CHAI CHEE RD,Bedok Town Park,0.95,1,Bedok Mall,0.79,2,Yu Neng Primary School,1.41,2,Bedok North Street 3 Blk 538,0.72,7,Bedok North,0.5,4,Bedok,0.63,5,1
89 BEDOK NTH ST 4,Bedok Town Park,1.77,1,Bedok Mall,1.23,3,Red Swastika School,0.45,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.12,8,Tanah Merah,0.96,5,Tanah Merah,0.96,6,1
534 BEDOK NTH ST 3,Bedok Town Park,0.31,1,Bedok Mall,0.93,2,Yu Neng Primary School,0.82,2,Bedok North Street 3 Blk 538,0.14,7,Bedok Reservoir,0.6,3,Bedok Reservoir,0.6,3,0
614 BEDOK RESERVOIR RD,Bedok Town Park,0.66,1,Bedok Mall,1.58,2,Yu Neng Primary School,1.72,3,Bedok Reservoir Road Blk 630,0.32,6,Bedok Reservoir,0.61,5,Bedok Reservoir,0.61,5,0
609 BEDOK RESERVOIR RD,Bedok Town Park,1.15,1,Bedok Mall,2.01,0,Maha Bodhi School,1.29,1,Bedok Reservoir Road Blk 630,0.24,3,Bedok Reservoir,1.04,6,Bedok Reservoir,1.04,5,0
136 BEDOK RESERVOIR RD,Bedok Town Park,0.99,1,Bedok Mall,1.96,2,Maha Bodhi School,1.47,1,Bedok Reservoir Road Blk 630,0.07,4,Bedok Reservoir,0.84,5,Bedok Reservoir,0.84,4,0
76 BEDOK NTH RD,Bedok Town Park,2.3,0,Bedok Mall,1.41,2,Red Swastika School,1.07,3,New Upper Changi Road Blk 58,0.47,9,Tanah Merah,0.47,5,Tanah Merah,0.47,8,3
529 BEDOK NTH ST 3,Bedok Town Park,0.47,1,Bedok Mall,0.96,2,Yu Neng Primary School,0.62,2,Bedok North Street 3 Blk 538,0.33,8,Bedok Reservoir,0.71,4,Bedok Reservoir,0.71,4,0
126 BEDOK NTH ST 2,Bedok Town Park,1.97,1,Bedok Mall,1.07,2,Red Swastika School,0.83,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.42,7,Tanah Merah,0.82,5,Tanah Merah,0.82,7,2
18 BEDOK STH RD,East Coast Park,1.6,1,Bedok Mall,0.85,2,Temasek Primary School,1.24,3,Bedok South Road Blk 16,0.09,8,Bedok,0.88,3,Bedok South,0.48,5,2
57 CHAI CHEE DR,Bedok Town Park,0.96,1,Bedok Mall,1.03,2,Yu Neng Primary School,1.58,2,Bedok North Street 3 Blk 538,0.82,7,Bedok North,0.74,4,Bedok,0.86,5,1
37 CHAI CHEE AVE,Bedok Town Park,1.08,1,Bedok Mall,0.38,2,Yu Neng Primary School,1.14,2,New Upper Changi Road Blk 208B,0.49,8,Bedok North,0.14,4,Bedok,0.22,5,1
110 BEDOK NTH RD,Bedok Town Park,1.41,1,Bedok Mall,0.92,2,Red Swastika School,0.19,2,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.43,8,Bedok North,1.1,6,Bedok North,0.73,7,1
4 BEDOK STH AVE 1,East Coast Park,1.76,2,Bedok Mall,0.59,2,Yu Neng Primary School,1.27,3,Bedok South Road Blk 16,0.32,8,Bedok,0.65,3,Bedok North,0.6,5,2
424 BEDOK NTH AVE 1,Bedok Town Park,0.87,1,Bedok Mall,0.34,2,Yu Neng Primary School,0.8,2,Bedok North Street 3 Blk 538,0.47,8,Bedok North,0.22,4,Bedok North,0.4,5,1
158 BEDOK STH AVE 3,East Coast Park,2.18,0,Bedok Mall,1.91,2,Temasek Primary School,0.13,1,New Upper Changi Road Blk 58,0.75,7,Tanah Merah,1.2,1,Bayshore,0.69,5,4
616 BEDOK RESERVOIR RD,Bedok Town Park,0.87,1,Bedok Mall,1.74,2,Maha Bodhi School,1.57,2,Bedok Reservoir Road Blk 630,0.18,5,Bedok Reservoir,0.8,5,Bedok Reservoir,0.8,5,0
55 CHAI CHEE DR,Bedok Town Park,0.91,1,Bedok Mall,1.18,2,Yu Neng Primary School,1.66,3,Bedok North Street 3 Blk 538,0.85,7,Bedok North,0.88,4,Bedok,1.02,5,1
536 BEDOK NTH ST 3,Bedok Town Park,0.13,1,Bedok Mall,1.08,2,Yu Neng Primary School,1.0,2,Bedok North Street 3 Blk 538,0.27,7,Bedok Reservoir,0.43,4,Bedok Reservoir,0.43,4,0
57 NEW UPP CHANGI RD,East Coast Park,2.33,0,Bedok Mall,1.35,2,Temasek Primary School,0.85,3,New Upper Changi Road Blk 58,0.05,7,Tanah Merah,0.78,4,Tanah Merah,0.78,7,3
104 BEDOK NTH AVE 4,Bedok Town Park,1.59,1,Bedok Mall,1.12,2,Red Swastika School,0.27,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.28,8,Tanah Merah,1.14,6,Bedok North,0.92,7,1
92 BEDOK NTH AVE 4,Bedok Town Park,2.12,0,Bedok Mall,1.48,3,Red Swastika School,0.8,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.29,8,Tanah Merah,0.62,5,Tanah Merah,0.62,6,1
701 BEDOK RESERVOIR RD,Bedok Town Park,0.52,1,Bedok Mall,1.74,2,Yu Neng Primary School,1.53,2,Bedok Reservoir Road Blk 630,0.73,5,Bedok Reservoir,0.23,4,Bedok Reservoir,0.23,4,0
103 BEDOK RESERVOIR RD,Bedok Town Park,1.57,1,Singpost Centre,1.94,1,Maha Bodhi School,0.9,1,Bedok Reservoir Road Blk 630,0.71,4,Kaki Bukit,1.04,6,Kaki Bukit,1.04,5,0
218 BEDOK NTH ST 1,Bedok Town Park,1.49,1,Bedok Mall,0.49,2,Red Swastika School,0.74,3,Bedok North Street 1 Blk 216,0.07,7,Bedok,0.73,4,Bedok North,0.32,6,2
402 BEDOK NTH AVE 3,Bedok Town Park,1.33,1,Bedok Mall,0.67,2,Red Swastika School,0.39,3,Bedok North Street 1 Blk 216,0.39,7,Bedok North,0.88,5,Bedok North,0.48,6,1
102 BEDOK NTH AVE 4,Bedok Town Park,1.68,1,Bedok Mall,1.23,3,Red Swastika School,0.35,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.26,8,Tanah Merah,1.08,6,Bedok North,1.04,7,1
116 BEDOK NTH RD,Bedok Town Park,1.79,1,Bedok Mall,1.09,2,Red Swastika School,0.54,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.13,8,Tanah Merah,0.91,5,Bedok North,0.9,6,1
425 BEDOK NTH RD,Bedok Town Park,0.93,1,Bedok Mall,0.36,2,Yu Neng Primary School,0.61,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.46,8,Bedok North,0.4,4,Bedok North,0.31,5,1
208 NEW UPP CHANGI RD,Bedok Town Park,1.37,1,Bedok Mall,0.18,2,Yu Neng Primary School,0.91,3,New Upper Changi Road Blk 208B,0.12,7,Bedok,0.38,4,Bedok North,0.17,6,2
554 BEDOK NTH ST 3,Bedok Town Park,0.68,1,Bedok Mall,0.74,2,Yu Neng Primary School,0.46,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.28,8,Bedok North,0.69,4,Bedok North,0.67,5,1
419 BEDOK NTH ST 1,Bedok Town Park,1.04,1,Bedok Mall,0.18,2,Yu Neng Primary School,0.89,2,New Upper Changi Road Blk 208B,0.37,8,Bedok North,0.15,4,Bedok,0.28,5,1
412 BEDOK NTH AVE 2,Bedok Town Park,1.12,1,Bedok Mall,0.39,2,Yu Neng Primary School,0.52,2,Bedok North Street 1 Blk 216,0.34,8,Bedok North,0.56,5,Bedok North,0.23,6,1
111 BEDOK RESERVOIR RD,Bedok Town Park,1.46,1,Singpost Centre,2.07,0,Maha Bodhi School,0.99,1,Bedok Reservoir Road Blk 630,0.58,4,Kaki Bukit,1.04,6,Kaki Bukit,1.04,5,0
36 BEDOK STH AVE 2,East Coast Park,1.9,1,Bedok Mall,1.11,2,Temasek Primary School,0.91,3,Bedok South Road Blk 16,0.34,9,Bedok,1.21,3,Bedok South,0.82,5,2
23 BEDOK STH AVE 1,Bedok Town Park,1.69,2,Bedok Mall,0.48,2,Yu Neng Primary School,1.17,3,New Upper Changi Road Blk 208B,0.3,8,Bedok,0.57,4,Bedok North,0.48,6,2
42 CHAI CHEE ST,Bedok Town Park,0.81,1,Bedok Mall,0.47,2,Yu Neng Primary School,0.96,2,Bedok North Street 3 Blk 538,0.43,8,Bedok North,0.2,4,Bedok,0.45,5,1
103 BEDOK NTH AVE 4,Bedok Town Park,1.69,1,Bedok Mall,1.21,2,Red Swastika School,0.36,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.21,8,Tanah Merah,1.05,6,Bedok North,1.01,7,1
151 BEDOK RESERVOIR RD,Bedok Town Park,1.21,1,Bedok Mall,2.26,0,Maha Bodhi School,1.38,1,Bedok Reservoir Road Blk 630,0.39,3,Bedok Reservoir,1.0,4,Bedok Reservoir,1.0,3,0
56 CHAI CHEE DR,Bedok Town Park,0.93,1,Bedok Mall,1.06,2,Yu Neng Primary School,1.58,2,Bedok North Street 3 Blk 538,0.8,7,Bedok North,0.76,4,Bedok,0.9,5,1
80 BEDOK NTH RD,Bedok Town Park,2.14,0,Bedok Mall,1.26,2,Red Swastika School,0.93,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.44,9,Tanah Merah,0.62,5,Tanah Merah,0.62,7,2
602 BEDOK RESERVOIR RD,Bedok Town Park,1.32,1,Bedok Mall,2.03,0,Maha Bodhi School,1.15,1,Bedok Reservoir Road Blk 630,0.5,3,Kembangan,1.08,7,Kembangan,1.08,6,0
140 BEDOK RESERVOIR RD,Bedok Town Park,1.0,1,Bedok Mall,2.04,0,Maha Bodhi School,1.52,1,Bedok Reservoir Road Blk 630,0.21,4,Bedok Reservoir,0.81,5,Bedok Reservoir,0.81,4,0
35 CHAI CHEE AVE,Bedok Town Park,1.13,2,Bedok Mall,0.42,2,Yu Neng Primary School,1.21,2,New Upper Changi Road Blk 208B,0.5,8,Bedok North,0.21,4,Bedok,0.21,5,1
108 BEDOK RESERVOIR RD,Bedok Town Park,1.51,1,Singpost Centre,2.04,0,Maha Bodhi School,0.92,1,Bedok Reservoir Road Blk 630,0.61,4,Kaki Bukit,0.95,6,Kaki Bukit,0.95,5,0
5 BEDOK STH AVE 2,East Coast Park,1.76,2,Bedok Mall,0.69,2,Red Swastika School,1.31,3,Bedok South Road Blk 16,0.22,8,Bedok,0.77,3,Bedok South,0.65,5,2
135 BEDOK RESERVOIR RD,Bedok Town Park,1.1,1,Bedok Mall,2.05,0,Maha Bodhi School,1.35,1,Bedok Reservoir Road Blk 630,0.17,3,Bedok Reservoir,0.96,6,Bedok Reservoir,0.96,5,0
132 BEDOK RESERVOIR RD,Bedok Town Park,1.19,1,Bedok Mall,2.11,0,Maha Bodhi School,1.26,1,Bedok Reservoir Road Blk 630,0.25,3,Bedok Reservoir,1.05,5,Bedok Reservoir,1.05,4,0
613 BEDOK RESERVOIR RD,Bedok Town Park,0.65,1,Bedok Mall,1.53,2,Yu Neng Primary School,1.7,3,Bedok Reservoir Road Blk 630,0.36,6,Bedok Reservoir,0.63,5,Bedok Reservoir,0.63,5,0
532 BEDOK NTH ST 3,Bedok Town Park,0.34,1,Bedok Mall,1.01,2,Yu Neng Primary School,0.75,2,Bedok North Street 3 Blk 538,0.27,7,Bedok Reservoir,0.59,4,Bedok Reservoir,0.59,4,0
61 CHAI CHEE RD,Bedok Town Park,1.04,1,Bedok Mall,0.99,2,Yu Neng Primary School,1.6,2,Bedok North Street 3 Blk 538,0.87,7,Bedok North,0.7,5,Bedok,0.8,6,1
619 BEDOK RESERVOIR RD,Bedok Town Park,0.53,1,Bedok Mall,1.55,2,Yu Neng Primary School,1.61,3,Bedok Reservoir Road Blk 630,0.41,5,Bedok Reservoir,0.45,5,Bedok Reservoir,0.45,5,0
201 BEDOK NTH ST 1,Bedok Town Park,1.13,1,Bedok Mall,0.15,2,Yu Neng Primary School,0.97,2,New Upper Changi Road Blk 208B,0.3,8,Bedok North,0.16,4,Bedok,0.18,5,1
43 CHAI CHEE ST,Bedok Town Park,0.76,1,Bedok Mall,0.5,2,Yu Neng Primary School,0.95,2,Bedok North Street 3 Blk 538,0.39,8,Bedok North,0.24,4,Bedok,0.49,5,1
508 BEDOK NTH AVE 3,Bedok Town Park,1.14,1,Bedok Mall,0.87,2,Yu Neng Primary School,0.07,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.21,8,Bedok North,0.98,5,Bedok North,0.7,6,1
43 BEDOK STH RD,East Coast Park,2.1,0,Bedok Mall,1.43,2,Temasek Primary School,0.61,3,New Upper Changi Road Blk 58,0.3,8,Tanah Merah,1.02,3,Bayshore,0.93,6,3
170 BEDOK STH RD,East Coast Park,2.4,0,Bedok Mall,1.94,2,Temasek Primary School,0.34,2,New Upper Changi Road Blk 58,0.67,7,Tanah Merah,0.98,2,Bayshore,0.94,6,4
704 BEDOK RESERVOIR RD,Bedok Town Park,0.32,1,Bedok Mall,1.54,2,Yu Neng Primary School,1.36,2,Bedok North Street 3 Blk 538,0.72,5,Bedok Reservoir,0.04,3,Bedok Reservoir,0.04,3,0
171 BEDOK STH RD,East Coast Park,2.35,0,Bedok Mall,1.86,2,Temasek Primary School,0.35,2,New Upper Changi Road Blk 58,0.6,7,Tanah Merah,0.96,3,Bayshore,0.93,7,4
35 BEDOK STH AVE 2,East Coast Park,2.04,0,Bedok Mall,1.21,2,Temasek Primary School,0.83,3,New Upper Changi Road Blk 58,0.26,9,Tanah Merah,1.07,3,Bedok South,0.98,6,3
82 BEDOK NTH RD,Bedok Town Park,2.08,0,Bedok Mall,1.27,2,Red Swastika School,0.84,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.33,9,Tanah Merah,0.64,5,Tanah Merah,0.64,7,2
428 BEDOK NTH RD,Bedok Town Park,0.8,1,Bedok Mall,0.43,2,Yu Neng Primary School,0.69,2,Bedok North Street 3 Blk 538,0.4,8,Bedok North,0.34,3,Bedok North,0.44,4,1
104 BEDOK RESERVOIR RD,Bedok Town Park,1.5,1,Singpost Centre,2.02,0,Maha Bodhi School,0.96,1,Bedok Reservoir Road Blk 630,0.63,4,Kaki Bukit,1.06,6,Kaki Bukit,1.06,5,0
120 BEDOK RESERVOIR RD,Bedok Town Park,1.44,1,Singpost Centre,2.13,0,Maha Bodhi School,1.0,1,Bedok Reservoir Road Blk 630,0.52,3,Kaki Bukit,0.97,6,Kaki Bukit,0.97,5,0
611 BEDOK RESERVOIR RD,Bedok Town Park,0.88,1,Bedok Mall,1.69,2,Maha Bodhi School,1.57,2,Bedok Reservoir Road Blk 630,0.27,5,Bedok Reservoir,0.84,6,Bedok Reservoir,0.84,6,0
545 BEDOK NTH ST 3,Bedok Town Park,0.52,1,Bedok Mall,0.75,2,Yu Neng Primary School,0.99,2,Bedok North Street 3 Blk 538,0.21,7,Bedok North,0.5,4,Bedok,0.75,5,1
101 BEDOK RESERVOIR RD,Bedok Town Park,1.53,1,Singpost Centre,1.97,1,Maha Bodhi School,0.96,1,Bedok Reservoir Road Blk 630,0.69,4,Kembangan,1.01,6,Kembangan,1.01,5,0
612 BEDOK RESERVOIR RD,Bedok Town Park,0.78,1,Bedok Mall,1.63,2,Maha Bodhi School,1.67,2,Bedok Reservoir Road Blk 630,0.27,6,Bedok Reservoir,0.73,5,Bedok Reservoir,0.73,5,0
404 BEDOK NTH AVE 3,Bedok Town Park,1.4,1,Bedok Mall,0.61,2,Red Swastika School,0.52,3,Bedok North Street 1 Blk 216,0.27,7,Bedok North,0.84,5,Bedok North,0.41,6,1
601 BEDOK RESERVOIR RD,Bedok Town Park,1.29,1,Bedok Mall,2.04,0,Maha Bodhi School,1.16,1,Bedok Reservoir Road Blk 630,0.44,3,Kembangan,1.16,7,Kembangan,1.16,6,0
763 BEDOK RESERVOIR VIEW,Bedok Town Park,1.4,1,Bedok Mall,1.25,2,Red Swastika School,0.23,3,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.56,8,Tampines West,1.12,6,Bedok North,1.07,6,0
647 JLN TENAGA,Bedok Town Park,1.88,1,Singpost Centre,1.85,1,Maha Bodhi School,0.61,1,Bedok Reservoir Road Blk 630,0.94,3,Kaki Bukit,0.52,6,Kaki Bukit,0.52,6,0
766 BEDOK RESERVOIR VIEW,Bedok Town Park,1.56,1,Bedok Mall,1.32,5,Red Swastika School,0.31,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.52,8,Tampines West,1.08,6,Tampines West,1.08,6,0
772 BEDOK RESERVOIR VIEW,Bedok Town Park,1.75,1,Bedok Mall,1.47,7,Red Swastika School,0.48,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.5,9,Tampines West,1.0,6,Tampines West,1.0,6,0
660 JLN TENAGA,Bedok Town Park,1.74,1,Singpost Centre,2.15,0,Maha Bodhi School,0.89,1,Bedok Reservoir Road Blk 630,0.83,2,Kaki Bukit,0.53,6,Kaki Bukit,0.53,6,0
137 BEDOK NTH AVE 3,Bedok Town Park,1.59,1,Bedok Mall,0.73,2,Red Swastika School,0.59,3,Bedok North Street 1 Blk 216,0.32,7,Bedok,0.97,6,Bedok North,0.54,8,2
671 JLN DAMAI,Bedok Town Park,1.52,1,Singpost Centre,2.15,0,Maha Bodhi School,0.95,1,Bedok Reservoir Road Blk 630,0.58,3,Kaki Bukit,0.8,5,Kaki Bukit,0.8,5,0
114 BEDOK RESERVOIR RD,Bedok Town Park,1.46,1,Singpost Centre,2.1,0,Maha Bodhi School,0.98,1,Bedok Reservoir Road Blk 630,0.55,3,Kaki Bukit,0.98,6,Kaki Bukit,0.98,5,0
715 BEDOK RESERVOIR RD,Bedok Town Park,0.35,1,Bedok Mall,1.44,2,Yu Neng Primary School,1.07,2,Bedok North Street 3 Blk 538,0.65,6,Bedok Reservoir,0.31,4,Bedok Reservoir,0.31,4,0
53 CHAI CHEE ST,Bedok Town Park,0.71,1,Bedok Mall,1.1,2,Yu Neng Primary School,1.48,2,Bedok North Street 3 Blk 538,0.65,7,Bedok North,0.8,4,Bedok Reservoir,0.88,5,1
183 BEDOK NTH RD,Bedok Town Park,2.34,0,Bedok Mall,1.37,2,Temasek Primary School,1.05,3,New Upper Changi Road Blk 58,0.26,8,Tanah Merah,0.59,4,Tanah Merah,0.59,7,3
111 LENGKONG TIGA,Bedok Town Park,1.68,1,Singpost Centre,1.91,1,Maha Bodhi School,1.22,1,Eunos Crescent Blk 4A,0.89,5,Kembangan,0.5,8,Kembangan,0.5,7,0
145 BEDOK RESERVOIR RD,Bedok Town Park,1.14,1,Bedok Mall,2.14,0,Maha Bodhi School,1.37,1,Bedok Reservoir Road Blk 630,0.25,3,Bedok Reservoir,0.96,4,Bedok Reservoir,0.96,3,0
717 BEDOK RESERVOIR RD,Bedok Town Park,0.49,1,Bedok Mall,1.34,2,Yu Neng Primary School,0.85,2,Bedok North Street 3 Blk 538,0.64,6,Bedok Reservoir,0.56,4,Bedok Reservoir,0.56,4,0
666 JLN DAMAI,Bedok Town Park,1.59,1,Singpost Centre,2.18,0,Maha Bodhi School,0.94,1,Bedok Reservoir Road Blk 630,0.66,3,Kaki Bukit,0.69,5,Kaki Bukit,0.69,5,0
116 LENGKONG TIGA,Bedok Town Park,1.74,1,Singpost Centre,1.93,1,Maha Bodhi School,1.33,1,Eunos Crescent Blk 4A,0.89,7,Kembangan,0.35,8,Kembangan,0.35,8,0
629 BEDOK RESERVOIR RD,Bedok Town Park,0.83,1,Bedok Mall,1.86,2,Maha Bodhi School,1.64,2,Bedok Reservoir Road Blk 630,0.14,4,Bedok Reservoir,0.68,5,Bedok Reservoir,0.68,5,0
96 BEDOK NTH AVE 4,Bedok Town Park,2.01,0,Bedok Mall,1.44,3,Red Swastika School,0.68,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.23,8,Tanah Merah,0.76,5,Tanah Merah,0.76,5,0
99 BEDOK NTH AVE 4,Bedok Town Park,1.91,1,Bedok Mall,1.4,3,Red Swastika School,0.57,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.23,8,Tanah Merah,0.88,5,Tanah Merah,0.88,5,0
505 BEDOK NTH AVE 3,Bedok Town Park,1.26,1,Bedok Mall,0.76,2,Yu Neng Primary School,0.26,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.34,8,Bedok North,0.93,5,Bedok North,0.57,6,1
102 LENGKONG TIGA,Bedok Town Park,1.63,1,Singpost Centre,1.9,1,Maha Bodhi School,1.09,1,Eunos Crescent Blk 4A,0.92,4,Kembangan,0.68,8,Kembangan,0.68,7,0
72 BEDOK STH AVE 3,East Coast Park,2.17,0,Bedok Mall,1.69,2,Temasek Primary School,0.36,3,New Upper Changi Road Blk 58,0.51,7,Tanah Merah,1.05,3,Bayshore,0.82,6,3
719 BEDOK RESERVOIR RD,Bedok Town Park,0.36,1,Bedok Mall,1.25,2,Yu Neng Primary School,0.86,2,Bedok North Street 3 Blk 538,0.51,6,Bedok Reservoir,0.48,4,Bedok Reservoir,0.48,4,0
220B BEDOK CTRL,Bedok Town Park,1.66,1,Bedok Mall,0.54,2,Red Swastika School,0.95,3,Bedok North Street 1 Blk 216,0.22,7,Bedok,0.73,4,Bedok North,0.43,6,2
110 LENGKONG TIGA,Bedok Town Park,1.74,1,Singpost Centre,1.84,1,Maha Bodhi School,1.16,1,Eunos Crescent Blk 4A,0.82,6,Kembangan,0.5,8,Kembangan,0.5,7,0
160 BEDOK STH AVE 3,East Coast Park,2.22,0,Bedok Mall,1.9,2,Temasek Primary School,0.18,1,New Upper Changi Road Blk 58,0.71,7,Tanah Merah,1.14,1,Bayshore,0.75,5,4
103 LENGKONG TIGA,Bedok Town Park,1.61,1,Singpost Centre,1.91,1,Maha Bodhi School,1.07,1,Bedok Reservoir Road Blk 630,0.89,4,Kembangan,0.71,8,Kembangan,0.71,7,0
10E BEDOK STH AVE 2,East Coast Park,1.82,1,Bedok Mall,0.97,2,Temasek Primary School,1.05,3,Bedok South Road Blk 16,0.2,8,Bedok,1.07,3,Bedok South,0.71,5,2
115 BEDOK NTH RD,Bedok Town Park,1.65,1,Bedok Mall,1.0,2,Red Swastika School,0.41,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.22,8,Tanah Merah,1.05,6,Bedok North,0.81,7,1
403 SIN MING AVE,Bishan-Ang Mo Kio Park,0.39,2,Thomson Plaza,1.01,5,Ai Tong School,0.26,1,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),0.76,7,Bishan,0.39,5,Bright Hill,0.23,6,1
150A BISHAN ST 11,Toa Payoh Town Park,1.78,1,Junction 8,1.02,4,Pei Chun Public School,0.86,2,Toa Payoh Lorong 8 Blk 210,0.5,7,Marymount,0.48,6,Marymount,0.48,6,0
115 BISHAN ST 12,MacRitchie Reservoir Park,1.83,2,Junction 8,0.25,3,Pei Chun Public School,1.43,2,Toa Payoh Lorong 4 Blk 93,1.05,9,Marymount,1.24,5,Marymount,1.24,6,1
116 BISHAN ST 12,MacRitchie Reservoir Park,1.88,2,Junction 8,0.28,3,Pei Chun Public School,1.39,2,Toa Payoh Lorong 8 Blk 210,1.01,9,Marymount,1.19,4,Marymount,1.19,5,1
111 BISHAN ST 12,MacRitchie Reservoir Park,1.72,2,Junction 8,0.35,3,Pei Chun Public School,1.4,2,Toa Payoh Lorong 4 Blk 93,0.96,9,Marymount,1.24,5,Marymount,1.24,5,0
153 BISHAN ST 13,Toa Payoh Town Park,1.89,1,Junction 8,0.86,3,Pei Chun Public School,1.03,2,Toa Payoh Lorong 8 Blk 210,0.65,7,Marymount,0.66,6,Marymount,0.66,6,0
455 SIN MING AVE,Bishan-Ang Mo Kio Park,0.95,2,Thomson Plaza,0.48,2,Ai Tong School,0.33,1,Shunfu Road Blk 320 (Shunfu Mart),1.03,5,Bright Hill,0.25,4,Bright Hill,0.64,4,0
445 SIN MING AVE,Bishan-Ang Mo Kio Park,0.88,2,Thomson Plaza,0.51,2,Ai Tong School,0.25,1,Shunfu Road Blk 320 (Shunfu Mart),0.95,6,Bright Hill,0.15,4,Bright Hill,0.55,4,0
239 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.08,3,AMK Hub,1.06,6,Ai Tong School,1.31,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.56,9,Ang Mo Kio,1.05,4,Teck Ghee,0.89,5,1
