town,flat,flat_model,lease_commence_date,resale_price
CHOA CHU KANG,216 CHOA CHU KANG CTRL,Model A,1990,475000
HOUGANG,505 HOUGANG AVE 8,Simplified,1986,425000
JURONG EAST,266 TOH GUAN RD,Model A,1998,570000
JURONG WEST,677B JURONG WEST ST 64,Premium Apartment,2008,425500
JURONG WEST,198 BOON LAY DR,Standard,1976,430000
KALLANG/WHAMPOA,38B BENDEMEER RD,Model A,2012,900888
PUNGGOL,302B PUNGGOL PL,Premium Apartment,2011,620000
PUNGGOL,303D PUNGGOL PL,Premium Apartment,2011,641888
SENGKANG,208B COMPASSVALE LANE,Model A,2011,555000
SERANGOON,310 SERANGOON AVE 2,Improved,1985,675000
TAMPINES,490A TAMPINES ST 45,Improved,1993,645000
TOA PAYOH,82 LOR 4 TOA PAYOH,Model A,1996,760000
WOODLANDS,124 MARSILING RISE,Apartment,1995,788000
WOODLANDS,330 WOODLANDS AVE 1,Apartment,1994,950000
YISHUN,230 YISHUN ST 21,New Generation,1985,350000
YISHUN,801 YISHUN RING RD,Simplified,1986,383000
YISHUN,344 YISHUN AVE 11,Maisonette,1988,855000
BEDOK,740 BEDOK RESERVOIR RD,New Generation,1986,475000
BEDOK,168 BEDOK STH AVE 3,Simplified,1986,356000
BEDOK,26 NEW UPP CHANGI RD,Improved,1974,290000
BISHAN,502 BISHAN ST 11,Model A,1989,700000
BUKIT MERAH,36 MOH GUAN TER,Standard,1973,690000
BUKIT PANJANG,209 PETIR RD,Model A,1989,446000
CENTRAL AREA,1F CANTONMENT RD,Type S1,2011,1200000
GEYLANG,42A SIMS DR,Improved,1989,585000
JURONG WEST,337B TAH CHING RD,Model A,2010,595000
KALLANG/WHAMPOA,38A BENDEMEER RD,Model A,2012,808000
PASIR RIS,116 PASIR RIS ST 11,Maisonette,1989,800000
PASIR RIS,245 PASIR RIS ST 21,Apartment,1993,780000
PASIR RIS,539 PASIR RIS ST 51,Maisonette,1992,720000
SEMBAWANG,513 WELLINGTON CIRCLE,Model A,2011,285000
SENGKANG,439C SENGKANG WEST AVE,Model A,2011,578000
SENGKANG,208A COMPASSVALE LANE,Model A,2011,548000
TAMPINES,491B TAMPINES AVE 9,Model A,1993,560000
TAMPINES,305 TAMPINES ST 32,Improved,1993,645000
YISHUN,777 YISHUN AVE 2,Simplified,1987,250000
YISHUN,819 YISHUN ST 81,Model A,1987,510000
ANG MO KIO,709 ANG MO KIO AVE 8,New Generation,1980,430000
ANG MO KIO,253A ANG MO KIO ST 21,Model A,1996,865000
BISHAN,251 BISHAN ST 22,Improved,1992,935000
BUKIT BATOK,311 BT BATOK ST 32,Simplified,1988,380000
BUKIT BATOK,124 BT BATOK CTRL,New Generation,1985,398000
BUKIT MERAH,46 SENG POH RD,Standard,1973,675000
CENTRAL AREA,1A CANTONMENT RD,Type S1,2011,1218000
CENTRAL AREA,1C CANTONMENT RD,Type S2,2011,1338000
CENTRAL AREA,1B CANTONMENT RD,Type S1,2011,1220000
CENTRAL AREA,1E CANTONMENT RD,Type S1,2011,1250000
CHOA CHU KANG,202 CHOA CHU KANG AVE 1,Model A,1989,466000
CHOA CHU KANG,616 CHOA CHU KANG ST 62,Model A,1996,470000
CHOA CHU KANG,226 CHOA CHU KANG CTRL,Model A,1993,515000
HOUGANG,530 HOUGANG AVE 6,Simplified,1986,365000
HOUGANG,121 HOUGANG AVE 1,New Generation,1982,402000
HOUGANG,335 HOUGANG AVE 7,New Generation,1985,310000
HOUGANG,323 HOUGANG AVE 5,New Generation,1982,338000
HOUGANG,514 HOUGANG AVE 10,Simplified,1986,390000
HOUGANG,111 HOUGANG AVE 1,Improved-Maisonette,1983,808000
JURONG WEST,339A KANG CHING RD,Model A,2012,518000
JURONG WEST,363 YUNG AN RD,Apartment,1995,675000
KALLANG/WHAMPOA,44 JLN BAHAGIA,Terrace,1972,968000
KALLANG/WHAMPOA,38D BENDEMEER RD,Model A,2012,730000
KALLANG/WHAMPOA,5A UPP BOON KENG RD,Model A,2012,901000
KALLANG/WHAMPOA,461 CRAWFORD LANE,Standard,1981,850000
PASIR RIS,707 PASIR RIS DR 10,Improved,1996,610000
PASIR RIS,266 PASIR RIS ST 21,Apartment,1994,745000
PUNGGOL,302D PUNGGOL PL,Premium Apartment,2011,572888
PUNGGOL,301D PUNGGOL PL,Premium Apartment,2011,585000
PUNGGOL,302C PUNGGOL PL,Premium Apartment,2011,603888
QUEENSTOWN,61B STRATHMORE AVE,Model A,2011,710000
SEMBAWANG,471 SEMBAWANG DR,Apartment,2000,640888
SENGKANG,209A COMPASSVALE LANE,Model A,2011,575000
TAMPINES,230B TAMPINES ST 24,Model A,1993,528000
BUKIT BATOK,220 BT BATOK EAST AVE 3,New Generation,1985,385000
BUKIT BATOK,116 BT BATOK WEST AVE 6,Model A,1984,508000
CENTRAL AREA,1G CANTONMENT RD,Type S1,2011,1305000
CENTRAL AREA,1D CANTONMENT RD,Type S2,2011,1480000
CLEMENTI,203 CLEMENTI AVE 6,Improved,1984,638000
HOUGANG,118 HOUGANG AVE 1,New Generation,1982,310000
HOUGANG,425 HOUGANG AVE 6,Model A,1990,590000
KALLANG/WHAMPOA,55 JLN BAHAGIA,Terrace,1972,845000
SENGKANG,441A FERNVALE RD,Model A,2012,465000
SENGKANG,320A ANCHORVALE DR,Model A2,2002,480000
SERANGOON,415 SERANGOON CTRL,Model A,1989,725000
TOA PAYOH,82A LOR 4 TOA PAYOH,Improved,1996,915000
WOODLANDS,327 WOODLANDS ST 32,Simplified,1989,290000
ANG MO KIO,448 ANG MO KIO AVE 10,New Generation,1979,290000
BEDOK,515 BEDOK NTH AVE 2,New Generation,1979,368000
BEDOK,105 LENGKONG TIGA,Maisonette,1989,855000
BUKIT BATOK,232 BT BATOK EAST AVE 5,New Generation,1985,370000
BUKIT BATOK,403 BT BATOK WEST AVE 7,Apartment,1993,808888
BUKIT MERAH,116 BT MERAH CTRL,Improved,1977,725000
CHOA CHU KANG,305 CHOA CHU KANG AVE 4,Improved,1993,550000
GEYLANG,2A GEYLANG SERAI,Model A,2011,868000
HOUGANG,243 HOUGANG ST 22,New Generation,1984,340000
HOUGANG,655 HOUGANG AVE 8,Improved,1987,605000
JURONG WEST,424 JURONG WEST AVE 1,Model A,1984,360000
JURONG WEST,338B KANG CHING RD,Model A,2012,558000
JURONG WEST,339D KANG CHING RD,Model A,2012,438000
KALLANG/WHAMPOA,62 JLN MA'MOR,Terrace,1972,720000
KALLANG/WHAMPOA,53 JLN MA'MOR,Terrace,1972,909888
PASIR RIS,449 PASIR RIS DR 6,Maisonette,1989,740000
SEMBAWANG,355A SEMBAWANG WAY,Improved,2002,555000
SENGKANG,209C COMPASSVALE LANE,Model A,2011,555888
SENGKANG,441C FERNVALE RD,Model A,2012,625000
TOA PAYOH,14 JOO SENG RD,Model A,1984,720000
TOA PAYOH,250 KIM KEAT LINK,Improved,1989,738000
YISHUN,663A YISHUN AVE 4,Simplified,1992,345000
BUKIT BATOK,298 BT BATOK ST 22,Model A,1997,535000
BUKIT MERAH,53 HAVELOCK RD,Model A,2013,985000
CHOA CHU KANG,7 TECK WHYE AVE,Model A,1984,600888
GEYLANG,2C GEYLANG SERAI,Model A,2011,843888
HOUGANG,651 HOUGANG AVE 8,Maisonette,1987,735000
HOUGANG,609 HOUGANG AVE 8,Maisonette,1985,688000
HOUGANG,853 HOUGANG CTRL,Maisonette,1997,890000
PASIR RIS,744 PASIR RIS ST 71,Model A,1996,535000
SEMBAWANG,472 SEMBAWANG DR,Apartment,2000,575000
TOA PAYOH,186 TOA PAYOH CTRL,Improved,1972,403000
TOA PAYOH,153A LOR 1 TOA PAYOH,Improved,1999,1085000
YISHUN,310 YISHUN RING RD,Model A,1995,728000
BISHAN,205 BISHAN ST 23,Model A,1992,742000
BUKIT BATOK,362 BT BATOK ST 31,Maisonette,1985,623000
BUKIT MERAH,58 HAVELOCK RD,Model A,2013,910000
BUKIT MERAH,48 MOH GUAN TER,Standard,1973,432000
CHOA CHU KANG,144 TECK WHYE LANE,Improved,1988,582000
CLEMENTI,102 CLEMENTI ST 14,Maisonette,1984,860000
GEYLANG,329 UBI AVE 1,Simplified,1985,425000
HOUGANG,543 HOUGANG AVE 8,Model A,1992,375000
HOUGANG,359 HOUGANG AVE 5,Improved,1992,670000
JURONG WEST,350 CORPORATION DR,Improved,1997,530000
KALLANG/WHAMPOA,102 TOWNER RD,Model A,1984,455000
SENGKANG,441B FERNVALE RD,Model A,2012,475000
SENGKANG,441D FERNVALE RD,Model A,2012,441000
TAMPINES,158 TAMPINES ST 12,New Generation,1984,588000
TOA PAYOH,72 LOR 5 TOA PAYOH,Standard,1969,300000
TOA PAYOH,135 POTONG PASIR AVE 3,Model A,1984,603000
WOODLANDS,114 MARSILING RISE,Apartment,1995,620000
YISHUN,413 YISHUN RING RD,Improved,1993,500000
ANG MO KIO,308A ANG MO KIO AVE 1,Model A,2012,630000
ANG MO KIO,310A ANG MO KIO AVE 1,Model A,2012,738000
ANG MO KIO,310B ANG MO KIO AVE 1,Model A,2012,725000
BUKIT BATOK,508 BT BATOK ST 52,Simplified,1987,318000
BUKIT MERAH,54 HAVELOCK RD,Model A,2013,1030000
GEYLANG,416 EUNOS RD 5,Model A,1984,420000
HOUGANG,117 HOUGANG AVE 1,New Generation,1982,410000
HOUGANG,141 LOR AH SOO,Maisonette,1985,928000
JURONG EAST,49 TEBAN GDNS RD,Simplified,1986,330000
JURONG EAST,215A JURONG EAST ST 21,New Generation,1984,325000
JURONG EAST,202 JURONG EAST ST 21,New Generation,1989,328000
PASIR RIS,584 PASIR RIS ST 53,Apartment,1995,858000
QUEENSTOWN,50 STIRLING RD,Terrace,1968,920000
QUEENSTOWN,45 HOLLAND DR,Adjoined flat,1975,893888
TAMPINES,415 TAMPINES ST 41,Simplified,1987,310000
YISHUN,837 YISHUN ST 81,Maisonette,1988,860000
ANG MO KIO,310C ANG MO KIO AVE 1,Model A,2012,900000
ANG MO KIO,308B ANG MO KIO AVE 1,Model A,2012,880000
ANG MO KIO,307A ANG MO KIO AVE 1,Model A,2012,735000
BISHAN,228 BISHAN ST 23,Model A,1992,933000
BUKIT BATOK,327 BT BATOK ST 33,Simplified,1987,365000
BUKIT MERAH,56 HAVELOCK RD,Model A,2013,1010000
BUKIT PANJANG,222 PENDING RD,Improved,1989,385000
CHOA CHU KANG,545 CHOA CHU KANG ST 52,Model A,1994,533000
CHOA CHU KANG,239 CHOA CHU KANG CTRL,Model A,1990,530000
GEYLANG,848 SIMS AVE,Simplified,1985,575000
GEYLANG,2B GEYLANG SERAI,Model A,2011,801000
GEYLANG,2D GEYLANG SERAI,Model A,2011,840000
JURONG WEST,526 JURONG WEST ST 52,New Generation,1982,300000
SERANGOON,242 SERANGOON AVE 3,Simplified,1986,609000
BUKIT BATOK,375 BT BATOK ST 31,Simplified,1988,271000
BUKIT MERAH,124A BT MERAH VIEW,Model A,1996,775777
BUKIT PANJANG,119 PENDING RD,Simplified,1988,323000
BUKIT TIMAH,15 TOH YI DR,Maisonette,1988,925000
CHOA CHU KANG,221 CHOA CHU KANG CTRL,Improved,1993,600000
GEYLANG,10 PINE CL,New Generation,1981,450000
HOUGANG,517 HOUGANG AVE 10,Simplified,1987,440000
HOUGANG,646 HOUGANG AVE 8,Maisonette,1987,632000
JURONG WEST,339C KANG CHING RD,Model A,2012,585000
JURONG WEST,467 JURONG WEST ST 41,Improved,1985,583000
KALLANG/WHAMPOA,109 WHAMPOA RD,Model A,1997,655000
QUEENSTOWN,22 DOVER CRES,Apartment,1993,1020000
TOA PAYOH,20 JOO SENG RD,Maisonette,1988,775000
TOA PAYOH,240 LOR 1 TOA PAYOH,Maisonette,1986,1050000
YISHUN,870 YISHUN ST 81,Model A,1987,472000
YISHUN,608 YISHUN ST 61,Apartment,1992,1000000
BEDOK,123 BEDOK NTH ST 2,New Generation,1978,345000
BISHAN,501 BISHAN ST 11,Model A,1989,928000
BUKIT MERAH,125 BT MERAH VIEW,Model A,1996,870000
BUKIT PANJANG,114 PENDING RD,Simplified,1988,365000
BUKIT TIMAH,8 TOH YI DR,Maisonette,1989,1070000
GEYLANG,3A GEYLANG SERAI,Model A,2011,795000
HOUGANG,467 HOUGANG AVE 8,Improved,1992,765000
JURONG EAST,343 JURONG EAST ST 31,Model A,1986,315000
JURONG EAST,223 JURONG EAST ST 21,New Generation,1984,370000
JURONG WEST,339B KANG CHING RD,Improved,2012,730000
KALLANG/WHAMPOA,39A BENDEMEER RD,Model A,2012,800000
PUNGGOL,601C PUNGGOL CTRL,Model A,2012,568000
QUEENSTOWN,143 MEI LING ST,Model A,1995,663000
QUEENSTOWN,22 GHIM MOH LINK,Model A,2013,935000
QUEENSTOWN,28 GHIM MOH LINK,Model A,2013,810000
SENGKANG,209B COMPASSVALE LANE,Model A,2011,570000
TAMPINES,161 SIMEI RD,Improved,1989,610000
YISHUN,256 YISHUN RING RD,Simplified,1985,270000
ANG MO KIO,704 ANG MO KIO AVE 8,New Generation,1981,370000
ANG MO KIO,613 ANG MO KIO AVE 4,Apartment,1996,920000
BISHAN,247 BISHAN ST 22,Maisonette,1992,840000
BUKIT BATOK,285 BT BATOK EAST AVE 3,Improved,1995,655000
BUKIT MERAH,126A KIM TIAN RD,Model A,2013,750000
BUKIT MERAH,127D KIM TIAN RD,Model A,2013,942000
CHOA CHU KANG,297 CHOA CHU KANG AVE 2,Premium Apartment,1999,600000
CHOA CHU KANG,424 CHOA CHU KANG AVE 4,Improved,1992,480000
GEYLANG,332 UBI AVE 1,Maisonette,1985,950000
HOUGANG,104 HOUGANG AVE 1,Model A,1983,280000
HOUGANG,621 HOUGANG AVE 8,Maisonette,1986,720000
JURONG EAST,105 JURONG EAST ST 13,New Generation,1993,550000
JURONG WEST,176 BOON LAY DR,Improved,1978,300000
JURONG WEST,707 JURONG WEST ST 71,Improved,1995,588000
PASIR RIS,455 PASIR RIS DR 6,Maisonette,1989,600000
PUNGGOL,602A PUNGGOL CTRL,Model A,2012,596676
PUNGGOL,306B PUNGGOL PL,Premium Apartment,2012,590000
QUEENSTOWN,23 GHIM MOH LINK,Model A,2013,862000
TAMPINES,111 SIMEI ST 1,Maisonette,1987,780000
BUKIT MERAH,55 HAVELOCK RD,Model A,2013,680000
BUKIT PANJANG,233 PENDING RD,Maisonette,1988,770000
CHOA CHU KANG,535 CHOA CHU KANG ST 51,Model A,2011,273000
CHOA CHU KANG,485C CHOA CHU KANG AVE 5,Improved,1999,515000
CHOA CHU KANG,674A CHOA CHU KANG CRES,Premium Apartment,1999,680000
JURONG EAST,209 JURONG EAST ST 21,Improved,1983,600000
KALLANG/WHAMPOA,38C BENDEMEER RD,Model A,2012,580000
PASIR RIS,485 PASIR RIS DR 4,Improved,1992,505000
PUNGGOL,601D PUNGGOL CTRL,Model A,2012,608000
PUNGGOL,604B PUNGGOL RD,Model A,2012,606888
PUNGGOL,601A PUNGGOL CTRL,Model A,2012,565000
PUNGGOL,603A PUNGGOL RD,Model A,2012,580000
PUNGGOL,306A PUNGGOL PL,Premium Apartment,2012,668000
SENGKANG,443A FERNVALE RD,Model A,2012,602888
SERANGOON,110 SERANGOON NTH AVE 1,New Generation,1984,354000
SERANGOON,214 SERANGOON AVE 4,New Generation,1985,360000
SERANGOON,522 SERANGOON NTH AVE 4,Model A,1992,522000
TAMPINES,165 TAMPINES ST 12,Model A,1984,740000
TAMPINES,230E TAMPINES ST 24,Apartment,1993,715000
BUKIT MERAH,127A KIM TIAN RD,Model A,2013,455000
CLEMENTI,441A CLEMENTI AVE 3,Improved,2012,1280000
CLEMENTI,337 CLEMENTI AVE 2,Improved,1978,780000
JURONG EAST,349 JURONG EAST AVE 1,Model A,1986,290000
JURONG WEST,175 BOON LAY DR,Improved,1978,300000
JURONG WEST,924 JURONG WEST ST 92,Model A,1988,330000
PASIR RIS,549 PASIR RIS ST 51,Maisonette,1992,850000
PUNGGOL,602C PUNGGOL CTRL,Model A,2012,605000
PUNGGOL,306C PUNGGOL PL,Premium Apartment,2012,488000
PUNGGOL,305A PUNGGOL RD,Premium Apartment,2012,695000
PUNGGOL,602B PUNGGOL CTRL,Model A,2012,548000
PUNGGOL,306D PUNGGOL DR,Premium Apartment,2012,682000
PUNGGOL,603B PUNGGOL RD,Model A,2012,615000
PUNGGOL,603C PUNGGOL RD,Model A,2012,408000
TAMPINES,492D TAMPINES ST 45,Improved,1993,600000
YISHUN,637A YISHUN ST 61,Simplified,1992,245000
BUKIT BATOK,355 BT BATOK ST 31,Maisonette,1986,618000
CHOA CHU KANG,231 CHOA CHU KANG CTRL,Model A,1990,476888
JURONG WEST,905 JURONG WEST ST 91,Model A,1988,405000
KALLANG/WHAMPOA,8 BOON KENG RD,DBSS,2011,948000
PUNGGOL,305D PUNGGOL DR,Premium Apartment,2012,688000
SENGKANG,410A FERNVALE RD,Premium Apartment,2012,585000
SENGKANG,211D COMPASSVALE LANE,Model A,2013,518000
SENGKANG,210B COMPASSVALE LANE,Model A,2013,595000
SENGKANG,210A COMPASSVALE LANE,Model A,2013,520000
TAMPINES,299A TAMPINES ST 22,Model A,2012,335000
TAMPINES,481 TAMPINES ST 44,Model A,1993,475000
TAMPINES,502 TAMPINES CTRL 1,Improved,1989,645000
YISHUN,442 YISHUN AVE 11,Model A,2012,398000
YISHUN,448 YISHUN RING RD,Model A,2012,545000
BUKIT BATOK,320 BT BATOK ST 33,Simplified,1987,365000
BUKIT MERAH,126C KIM TIAN RD,Model A,2013,840000
KALLANG/WHAMPOA,7 BOON KENG RD,DBSS,2011,988000
KALLANG/WHAMPOA,9 BOON KENG RD,DBSS,2011,985000
SENGKANG,410C FERNVALE RD,Premium Apartment,2012,557000
WOODLANDS,116 MARSILING RISE,Model A,1995,590000
WOODLANDS,828 WOODLANDS ST 81,Maisonette,1989,470000
YISHUN,848 YISHUN ST 81,Model A,1993,475000
ANG MO KIO,307B ANG MO KIO AVE 1,Model A,2012,800000
BUKIT BATOK,251 BT BATOK EAST AVE 5,New Generation,1985,416000
BUKIT PANJANG,458 SEGAR RD,Premium Apartment,2012,415000
HOUGANG,986B BUANGKOK CRES,Model A,2012,350000
JURONG EAST,54 TEBAN GDNS RD,Simplified,1986,425000
PUNGGOL,601B PUNGGOL CTRL,Model A,2012,590000
PUNGGOL,604C PUNGGOL RD,Model A,2012,420000
PUNGGOL,614B EDGEFIELD PLAINS,Model A,2012,575000
PUNGGOL,613D PUNGGOL DR,Model A,2012,588000
QUEENSTOWN,27 GHIM MOH LINK,Model A,2013,458000
SENGKANG,443C FERNVALE RD,Model A,2012,595888
SENGKANG,443B FERNVALE RD,Model A,2012,563000
SENGKANG,210C COMPASSVALE LANE,Model A,2013,615000
SENGKANG,211A COMPASSVALE LANE,Model A,2013,595000
SERANGOON,314 SERANGOON AVE 2,New Generation,1985,590000
TAMPINES,911 TAMPINES ST 91,Model A,1984,560000
TAMPINES,230H TAMPINES ST 21,Apartment,1993,815000
WOODLANDS,338 WOODLANDS AVE 1,Simplified,1989,440000
ANG MO KIO,630 ANG MO KIO AVE 4,New Generation,1981,388000
BISHAN,503 BISHAN ST 11,Model A,1989,680000
BUKIT MERAH,122 BT MERAH LANE 1,New Generation,1979,450000
BUKIT MERAH,127C KIM TIAN RD,Model A,2013,500000
BUKIT PANJANG,457 SEGAR RD,Premium Apartment,2012,493000
CLEMENTI,446 CLEMENTI AVE 3,New Generation,1980,423000
HOUGANG,986A BUANGKOK CRES,Model A,2012,440000
JURONG EAST,22 TEBAN GDNS RD,Improved,2013,760000
JURONG WEST,544 JURONG WEST ST 42,Model A,1984,340000
JURONG WEST,709 JURONG WEST ST 71,Apartment,1993,720000
PUNGGOL,604A PUNGGOL RD,Model A,2012,590000
PUNGGOL,612A PUNGGOL DR,Model A,2012,588000
PUNGGOL,305B PUNGGOL RD,Premium Apartment,2012,469000
QUEENSTOWN,43 STIRLING RD,Terrace,1968,940000
SENGKANG,411A FERNVALE RD,Premium Apartment,2012,510000
SENGKANG,411B FERNVALE RD,Premium Apartment,2012,588000
SENGKANG,410B FERNVALE RD,Premium Apartment,2012,622000
TAMPINES,167B SIMEI LANE,DBSS,2011,750000
TAMPINES,168C SIMEI LANE,DBSS,2011,765000
TAMPINES,167C SIMEI LANE,DBSS,2011,750000
TAMPINES,168D SIMEI LANE,DBSS,2011,905000
YISHUN,438 YISHUN AVE 11,Model A,2000,278000
YISHUN,452 YISHUN RING RD,Model A,2012,400000
YISHUN,451 YISHUN RING RD,Model A,2012,515000
YISHUN,748 YISHUN ST 72,New Generation,1984,288888
BISHAN,162 BISHAN ST 13,Maisonette,1988,1068000
BUKIT MERAH,33 LIM LIAK ST,Standard,1973,605000
BUKIT MERAH,52 HAVELOCK RD,Model A,2013,740000
BUKIT PANJANG,456 SEGAR RD,Premium Apartment,2012,560000
BUKIT PANJANG,455 SEGAR RD,Premium Apartment,2012,495000
CHOA CHU KANG,551 CHOA CHU KANG ST 52,Model A,1994,480000
PUNGGOL,613B PUNGGOL DR,Model A,2012,615000
PUNGGOL,612D PUNGGOL DR,Model A,2012,588000
PUNGGOL,613C PUNGGOL DR,Model A,2012,480000
PUNGGOL,615C EDGEFIELD PLAINS,Model A,2012,538000
PUNGGOL,614A EDGEFIELD PLAINS,Model A,2012,630000
SENGKANG,213B COMPASSVALE LANE,Premium Apartment,2012,546000
SENGKANG,212C COMPASSVALE DR,Premium Apartment,2012,605000
SENGKANG,213A COMPASSVALE LANE,Premium Apartment,2012,570000
SENGKANG,445B FERNVALE RD,Model A,2012,465000
SENGKANG,445A FERNVALE RD,Model A,2012,567000
TAMPINES,168B SIMEI LANE,DBSS,2011,761888
TAMPINES,168A SIMEI LANE,DBSS,2011,830000
TAMPINES,167A SIMEI LANE,DBSS,2011,920000
YISHUN,443 YISHUN AVE 11,Model A,2012,520000
YISHUN,445 YISHUN AVE 11,Model A,2012,540000
YISHUN,932 YISHUN CTRL 1,Improved,1993,715000
YISHUN,664A YISHUN AVE 4,Apartment,1992,710000
ANG MO KIO,307C ANG MO KIO AVE 1,Model A,2012,570000
BISHAN,218 BISHAN ST 23,Maisonette,1992,970000
BUKIT PANJANG,134 PETIR RD,Maisonette,1988,628000
BUKIT TIMAH,10 TOH YI DR,Maisonette,1989,1210000
CLEMENTI,425 CLEMENTI AVE 1,Improved,2013,1000000
JURONG EAST,223A JURONG EAST ST 21,Model A,1993,618888
PUNGGOL,615B EDGEFIELD PLAINS,Model A,2012,535000
PUNGGOL,613A PUNGGOL DR,Model A,2012,590000
SENGKANG,211B COMPASSVALE LANE,Model A,2013,435000
SERANGOON,304 SERANGOON AVE 2,Adjoined flat,1985,810000
TAMPINES,167D SIMEI LANE,DBSS,2011,785000
YISHUN,449 YISHUN RING RD,Model A,2012,570000
YISHUN,450 YISHUN RING RD,Model A,2012,528000
BUKIT MERAH,47 MOH GUAN TER,Standard,1973,595000
CLEMENTI,420 CLEMENTI AVE 1,Model A,2013,765000
HOUGANG,441 HOUGANG AVE 8,Maisonette,1990,822000
PUNGGOL,612C PUNGGOL DR,Model A,2012,620000
PUNGGOL,267B PUNGGOL FIELD,Premium Apartment,2013,805000
SENGKANG,211C COMPASSVALE LANE,Model A,2013,565000
SENGKANG,212B COMPASSVALE DR,Premium Apartment,2012,610000
SENGKANG,212A COMPASSVALE DR,Premium Apartment,2012,600000
SERANGOON,313 SERANGOON AVE 2,New Generation,1985,388000
TAMPINES,255 TAMPINES ST 21,New Generation,1984,383000
TAMPINES,144 SIMEI ST 2,Maisonette,1987,846888
TOA PAYOH,124 POTONG PASIR AVE 1,Maisonette,1984,1035000
BISHAN,121 BISHAN ST 12,Simplified,1986,540000
BUKIT BATOK,274 BT BATOK EAST AVE 4,Simplified,1988,335000
BUKIT MERAH,28 TIONG BAHRU RD,Standard,1973,645000.88
CLEMENTI,424 CLEMENTI AVE 1,Model A,2013,765000
CLEMENTI,421 CLEMENTI AVE 1,Model A,2013,600000
CLEMENTI,416 CLEMENTI AVE 1,Model A,2013,760000
JURONG EAST,21 TEBAN GDNS RD,Model A,2013,600000
JURONG EAST,20 TEBAN GDNS RD,Model A,2013,435000
JURONG EAST,45 TEBAN GDNS RD,Apartment,1986,725000
JURONG WEST,848 JURONG WEST ST 81,Improved,1996,560000
KALLANG/WHAMPOA,42 JLN BAHAGIA,Terrace,1972,888000
PASIR RIS,579 PASIR RIS ST 53,Apartment,1995,848888
PUNGGOL,615A EDGEFIELD PLAINS,Model A,2012,590000
PUNGGOL,612B PUNGGOL DR,Model A,2012,548000
PUNGGOL,288C PUNGGOL PL,Premium Apartment,2013,650000
QUEENSTOWN,147 MEI LING ST,Maisonette,1995,938000
YISHUN,226 YISHUN ST 21,New Generation,1985,330000
YISHUN,446 YISHUN AVE 11,Model A,2012,525000
ANG MO KIO,588B ANG MO KIO ST 52,DBSS,2011,1110000
ANG MO KIO,588A ANG MO KIO ST 52,DBSS,2011,755000
ANG MO KIO,588C ANG MO KIO ST 52,DBSS,2011,950000
BEDOK,138 BEDOK RESERVOIR RD,Model A,1986,545888
BISHAN,273A BISHAN ST 24,DBSS,2011,1050000
BUKIT BATOK,128 BT BATOK WEST AVE 6,New Generation,1984,450000
BUKIT MERAH,57 HAVELOCK RD,Model A,2013,700000
BUKIT MERAH,44 LENGKOK BAHRU,Model A-Maisonette,1984,1110000
CHOA CHU KANG,201 CHOA CHU KANG AVE 1,Model A,1989,340000
GEYLANG,56 PIPIT RD,Improved,1997,670000
JURONG EAST,46 TEBAN GDNS RD,Maisonette,1986,550000
PUNGGOL,267A PUNGGOL FIELD,Premium Apartment,2013,542000
PUNGGOL,270A PUNGGOL FIELD,Premium Apartment,2013,530000
PUNGGOL,269A PUNGGOL FIELD,Premium Apartment,2013,662888
QUEENSTOWN,148 MEI LING ST,Apartment,1995,1180000
WOODLANDS,320 WOODLANDS ST 32,Maisonette,1985,606666
ANG MO KIO,713 ANG MO KIO AVE 6,New Generation,1980,290000
ANG MO KIO,588D ANG MO KIO ST 52,DBSS,2011,880000
BISHAN,273B BISHAN ST 24,DBSS,2011,1430000
BISHAN,275A BISHAN ST 24,DBSS,2011,965000
HOUGANG,7 HOUGANG AVE 3,Improved,1975,258000
KALLANG/WHAMPOA,10 ST. GEORGE'S RD,Model A,1985,488000
PUNGGOL,288B PUNGGOL PL,Premium Apartment,2013,695000
PUNGGOL,267C PUNGGOL FIELD,Premium Apartment,2013,758888
PUNGGOL,268A PUNGGOL FIELD,Premium Apartment,2013,640000
QUEENSTOWN,26 GHIM MOH LINK,Model A,2013,620000
WOODLANDS,303 WOODLANDS ST 31,Apartment,1993,615000
WOODLANDS,121 MARSILING RISE,Apartment,1995,670000
YISHUN,659 YISHUN AVE 4,Simplified,1987,335000
BUKIT BATOK,317 BT BATOK ST 32,Simplified,1987,246000
BUKIT BATOK,642 BT BATOK CTRL,Improved,1989,650000
CLEMENTI,418 CLEMENTI AVE 1,Model A,2013,610000
HOUGANG,811 HOUGANG CTRL,Simplified,1988,448000
JURONG EAST,23 TEBAN GDNS RD,Model A,2013,260000
KALLANG/WHAMPOA,802 FRENCH RD,Improved,1979,328000
PUNGGOL,268D PUNGGOL FIELD,Premium Apartment,2013,708000
PUNGGOL,274A PUNGGOL PL,Premium Apartment,2013,570000
PUNGGOL,270B PUNGGOL FIELD,Premium Apartment,2013,870000
PUNGGOL,288A PUNGGOL PL,Premium Apartment,2013,610000
PUNGGOL,289D PUNGGOL PL,Premium Apartment,2013,618000
PUNGGOL,270C PUNGGOL FIELD,Premium Apartment,2013,785000
YISHUN,454 YISHUN ST 41,Model A,2013,558000
YISHUN,616 YISHUN RING RD,Apartment,1992,920000
BUKIT MERAH,80C TELOK BLANGAH ST 31,Premium Apartment,2013,980000
